,Private_Key,Hybrid,Geom1,Geom2,length,k_Value,Hybrid_Perc,NonHyb_Cell_Count,Hyb_Cell_Count,TotalAtom,DimLow,DimHigh,Volume,Density,Norm_Density,Max_Stress,Norm_Stress,Strain_At_Max_Stress,Strain_At_SSR,Stress_At_SSR,Young_Modulus,Norm_Young_Modulus,Elastic_Strain_Energy,Strain_Energy,Folder,Geom_File,Stress_File,max_stress_geom1,max_stress_geom2,max_young_geom1,max_young_geom2,el_strainEn_geom1,el_strainEn_geom2,strainEn_geom1,strainEn_geom2,density_geom1,density_geom2,norm_stress_geom1,norm_stress_geom2,norm_young_geom1,norm_young_geom2,norm_elEn_geom1,norm_elEn_geom2,norm_Ener_geom1,norm_Ener_geom2,norm_dens_stress_geom1,norm_dens_stress_geom2,norm_dens_young_geom1,norm_dens_young_geom2,norm_dens_elEn_geom1,norm_dens_elEn_geom2,norm_dens_Ener_geom1,norm_dens_Ener_geom2
11,11,True,SchwarzD,SchwarzP,30,1.0,50,2,1,10021.0,-30.0,30.0,216000.0,925.3064218882646,0.40230713995141937,6.427161294288031,0.04943970226375408,0.2011000000000004,0.04999999999999999,1.507362157868861,30.147243157377225,0.02955612074252669,0.6540379899330406,1.2451930762439267,0,0,0,7.996898824934654,6.949327272754074,92.56151049793395,43.72692401487206,0.5448355445720765,0.5104039293384989,1.1805266321321066,0.9698171116565367,1049.6840039941915,604.2515941359949,0.8037067161895162,0.9248609314295391,0.32569955908455206,0.6894434913172438,1.2004319403329928,1.2814125290545793,1.0547776241142721,1.2839462835596112,0.9117391427644367,0.6039606761076645,0.3694793521278503,0.4502263453926798,1.3617912681075206,0.8367990809433359,1.196558430389287,0.8384536952014866
12,12,True,SchwarzD,SchwarzP,50,0.0,50,2,1,29744.0,-50.0,50.0,1000000.0,593.2361909920388,0.2579287786921908,6.409061566659547,0.04930047358968882,0.10300000000000023,0.04999999999999992,3.552115751500347,71.04231503000706,0.06964932846079123,0.3597726909295477,0.9383224552570498,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,1.0,1.59382167515302,1.0,3.74348572396752,1.0,1.2389428445476502,1.0,1.9924221484793425,1.0,0.9688103781188342,1.0,2.2754915912228606,1.0,0.7530959732860919,1.0,1.2111011445840005
13,13,True,SchwarzD,SchwarzP,50,0.1,50,2,1,24838.0,-50.0,50.0,1000000.0,495.3873222115473,0.21538579226589014,2.5600844857926472,0.019692957583020365,0.1925500000000005,0.05000000000000011,1.106392040390967,22.127840807819293,0.021693961576293424,0.3272515103754122,0.43964318573284017,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.39944763506570324,0.6366482988563315,0.31147409538206733,1.1659988294484667,0.9096063115015477,1.1269502309902235,0.4685416865702117,0.9335328338083559,0.478346503639354,0.4634270570626649,0.37299643663113813,0.8487502551102454,1.0892716856953872,0.8203261203117497,0.561088007301086,0.6795343278547014
14,14,True,SchwarzD,SchwarzP,50,0.2,50,2,1,24739.0,-50.0,50.0,1000000.0,493.41279346934,0.21452730150840868,3.9248737909861986,0.030191336853739988,0.17044999999999993,0.05000000000000001,1.0190138656490457,20.380277312980912,0.019980664032334228,0.3463152124631532,0.7755426472349933,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.6123944590271542,0.9760475625410864,0.28687518564636627,1.073913162027704,0.9625944970096971,1.192599564271109,0.8265203959363164,1.6467775430334322,0.7362892917783125,0.7133247071725956,0.34491351800256753,0.784847809913937,1.1573390484278439,0.8715873770977667,0.9937355049407735,1.2035142074475302
15,15,True,SchwarzD,SchwarzP,50,0.3,50,2,1,25127.0,-50.0,50.0,1000000.0,501.1513505600109,0.2178918915478308,3.848044684289974,0.029600343725307492,0.16329999999999986,0.04999999999999996,0.9382715111648156,18.765430223296324,0.018397480611074827,0.3142515573674362,0.4816889765441212,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.600406883951281,0.9569415055526356,0.26414440767266845,0.9888208191884909,0.8734725155361343,1.08218252303253,0.5133512193440626,1.0228123393699875,0.7107295879431248,0.6885622008354219,0.3126800358903112,0.7115007924116651,1.0339700920168253,0.7786787127961211,0.6076777437883469,0.73595921104029
16,16,True,SchwarzD,SchwarzP,50,0.4,50,2,1,26197.0,-50.0,50.0,1000000.0,522.4922167636646,0.22717052902768026,3.845598930120819,0.029581530231698606,0.17510000000000003,0.04999999999999995,0.799531928816835,15.990638576336716,0.015677096643467368,0.32092520948844594,0.48759109885762636,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.6000252751706948,0.9563332892067086,0.22508611339006257,0.8426066521390337,0.8920221505953351,1.1051644606580968,0.5196412982827451,1.0353448319631018,0.6812670070877257,0.6600185467365458,0.25556213904928127,0.581529498441567,1.0127994368556572,0.7627351776424167,0.5899992661801722,0.7145487865745269
17,17,True,SchwarzD,SchwarzP,50,0.5,50,2,1,26566.0,-50.0,50.0,1000000.0,529.8518238937098,0.23037035821465646,4.059852379447296,0.031229633688056122,0.18364999999999998,0.04999999999999998,1.0285683822793277,20.571367645586562,0.0201680074956731,0.4042987614166389,0.6530411849538929,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.6334550444275608,1.0096143800436657,0.289564995691618,1.0839824275322885,1.1237616739949017,1.3922764849728726,0.6959667023795084,1.3866594724250634,0.7092331115506049,0.6871123989757386,0.3242046688192232,0.7377249977333349,1.2581934514531488,0.9475404219042962,0.7792228260022621,0.9437176564573193
18,18,True,SchwarzD,SchwarzP,50,0.6,50,2,1,26906.0,-50.0,50.0,1000000.0,536.6330337154316,0.2333187103110572,3.5088717987298974,0.02699132152869152,0.19899999999999982,0.04999999999999991,0.735818484898931,14.716369697978646,0.01442781342939083,0.3624072735329976,0.5855109698878133,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.5474860495931776,0.8725951326855078,0.20714935446237503,0.7754606511589884,1.0073229087973379,1.2480155100033872,0.6239976104242488,1.2432666596074575,0.6052339648814196,0.5863569463671293,0.2289991228398455,0.5210855784194793,1.1135736489730177,0.8386278309990798,0.6898158375254165,0.8354367503792028
19,19,True,SchwarzD,SchwarzP,50,0.7,50,2,1,27463.0,-50.0,50.0,1000000.0,547.7422509821935,0.23814880477486672,3.960313892696359,0.030463953020741223,0.22195,0.05000000000000002,0.7239266143840251,14.478532287680496,0.014194639497725977,0.46221021778058013,0.6482366971461467,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.6179241456031924,0.9848608968627789,0.20380152704152463,0.762928107002728,1.284728467261825,1.5917051417007084,0.6908464073457187,1.3764576831929918,0.669247197568414,0.6483736305312253,0.22072871209711642,0.5022663283184401,1.3914344219581154,1.0478836602683177,0.7482261784980175,0.9061775811866617
20,20,True,SchwarzD,SchwarzP,50,0.8,50,2,1,27359.0,-50.0,50.0,1000000.0,545.6679985661374,0.2372469558983206,3.794769731265841,0.029190536394352623,0.2438500000000006,0.04999999999999998,0.628786900459668,12.575738009193365,0.012329154910973888,0.48789709935395115,0.6789817174058002,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.5920944418768791,0.9436929552009999,0.17701757049839364,0.6626627480521506,1.356125997482931,1.6801626008865223,0.7236123505323079,1.441741274113768,0.6437098241597241,0.6236327581429906,0.19244894246515665,0.43791595031919606,1.4743452490636464,1.1103234703033125,0.7866927063939825,0.9527644371496373
21,21,True,SchwarzD,SchwarzP,50,0.9,50,2,1,27587.0,-50.0,50.0,1000000.0,550.215398093645,0.23922408612767176,3.672267315870285,0.028248210122079117,0.22875,0.05000000000000001,0.5190921789294549,10.381843578589097,0.010178278018224605,0.4247219528961774,0.6166153975211108,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.5729805023209192,0.9132287440391464,0.1461360539025788,0.5470582315412518,1.1805286048777626,1.4626074677971244,0.6571465854477407,1.3093134116436516,0.6177812760007764,0.598512911597048,0.15756228612311246,0.3585316571669928,1.2728329584037468,0.9585653756396855,0.7085282211751042,0.8580993396352345
22,22,True,SchwarzD,SchwarzP,50,1.0,50,2,1,27978.0,-50.0,50.0,1000000.0,558.013789388625,0.24261469103853261,3.2519033184655464,0.025014640911273433,0.21565000000000029,0.049999999999999975,0.652160878974108,13.043217579482167,0.012787468215178595,0.3540307957383126,0.6099763227108467,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.60080463744157,0.5073914932230029,0.8086915596870788,0.1835978680308058,0.6872959979241943,0.9840402139017285,1.2191695817606858,0.650071112860393,1.2952160833496613,0.5394185636723496,0.5225943026357276,0.19518675340296973,0.44414581608654774,1.046153839527236,0.787854243985746,0.6911042669568779,0.8369971687383615
23,23,True,SchwarzD,SchwarzP,70,0.0,50,2,1,57656.0,-70.0,70.0,2744000.0,419.0720218242927,0.18220522688012725,4.230622304372226,0.03254324849517097,0.09749999999999971,0.049999999999999906,2.368413874615136,47.368277492302816,0.04643948773755178,0.21550386711503272,0.3980207727563428,0,0,0,4.230622304372226,2.8287903277559914,47.368277492302816,12.533619772879918,0.21550386711503272,0.17569592245973778,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,1.0,1.4955588128471413,1.0,3.7792974695783954,1.0,1.226572956833516,1.0,1.3710719252252952,1.0,0.9215730106638204,1.0,2.3288275374493757,1.0,0.7558221869429227,1.0,0.8448633855870036
