,Private_Key,Hybrid,Geom1,Geom2,length,k_Value,Hybrid_Perc,NonHyb_Cell_Count,Hyb_Cell_Count,TotalAtom,DimLow,DimHigh,Volume,Density,Norm_Density,Max_Stress,Norm_Stress,Strain_At_Max_Stress,Strain_At_SSR,Stress_At_SSR,Young_Modulus,Norm_Young_Modulus,Elastic_Strain_Energy,Strain_Energy,Folder,Geom_File,Stress_File,max_stress_geom1,max_stress_geom2,max_young_geom1,max_young_geom2,el_strainEn_geom1,el_strainEn_geom2,strainEn_geom1,strainEn_geom2,density_geom1,density_geom2,norm_stress_geom1,norm_stress_geom2,norm_young_geom1,norm_young_geom2,norm_elEn_geom1,norm_elEn_geom2,norm_Ener_geom1,norm_Ener_geom2,norm_dens_stress_geom1,norm_dens_stress_geom2,norm_dens_young_geom1,norm_dens_young_geom2,norm_dens_elEn_geom1,norm_dens_elEn_geom2,norm_dens_Ener_geom1,norm_dens_Ener_geom2
200,200,True,SchwarzP,SchwarzGGyroid,70,0.8,50,2,1,49912.0,-70.0,70.0,2744000.0,362.7848403166036,0.15773253926808853,1.3332319507829429,0.010255630390638022,0.2680999999999991,0.049999999999999836,0.353557769902908,7.071155398058183,0.006932505292213905,0.23667943358380594,0.3475168320043511,0,0,0,2.8287903277559914,3.531185592622282,12.533619772879918,31.691473684679497,0.17569592245973778,0.19008362317132577,0.2902989736960297,0.40610241631847527,258.2348895409579,337.8466533650435,0.47130815518609415,0.3775592972423961,0.5641750369162033,0.2231248527100388,1.3470969062360743,1.2451332189227187,1.1970997609114316,0.855736922608754,0.33548317313374637,0.3516054995817401,0.4015870073641382,0.20778703075042698,0.9588808079170388,1.1595415360784356,0.8521109213347758,0.796912724390477
201,201,True,SchwarzP,SchwarzGGyroid,70,0.9,50,2,1,49880.0,-70.0,70.0,2744000.0,362.5522486574809,0.1576314124597743,1.2603409096968954,0.009694930074591502,0.16274999999999995,0.04999999999999984,0.3211354790276074,6.422709580552168,0.0062967740985805576,0.10291786734315234,0.2530050380642997,0,0,0,2.8287903277559914,3.531185592622282,12.533619772879918,31.691473684679497,0.17569592245973778,0.19008362317132577,0.2902989736960297,0.40610241631847527,258.2348895409579,337.8466533650435,0.44554058932204155,0.3569172099960223,0.5124385211086061,0.2026636452585377,0.5857726571129551,0.5414346887232396,0.8715326645598814,0.6230079603020314,0.317344949026333,0.3325956062114096,0.3649943018834514,0.1888534261279489,0.4172279663574392,0.5045394099146933,0.6207660887426516,0.5805539896310891
202,202,True,SchwarzP,SchwarzGGyroid,70,1.0,50,2,1,49976.0,-70.0,70.0,2744000.0,363.2500236348489,0.1579347928847169,1.340154158240662,0.010308878140312784,0.14694999999999947,0.049999999999999975,0.332443127400904,6.648862548018083,0.006518492694135375,0.08827802673203633,0.311693562128619,0,0,0,2.8287903277559914,3.531185592622282,12.533619772879918,31.691473684679497,0.17569592245973778,0.19008362317132577,0.2902989736960297,0.40610241631847527,258.2348895409579,337.8466533650435,0.47375521087268874,0.37951960413540725,0.5304822284783846,0.2097997276545811,0.5024477830569232,0.46441679329980873,1.0736984638980895,0.7675245199333692,0.33679316335610865,0.35297844404950107,0.37712047009324573,0.1951276841106248,0.35719074828810565,0.43193846985289763,0.7632935614169066,0.7138487916404462
203,203,True,SchwarzP,SchwarzGGyroid,100,0.0,50,2,1,71632.0,-100.0,100.0,8000000.0,178.58515512852057,0.0776457196210959,1.9471974961427458,0.014978442278021122,0.1728000000000002,0.05,0.3526071334289969,7.052142668579938,0.006913865361352881,0.1552874935732841,0.22952873673514781,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,1.0,0.9330391006917598,1.0,0.3791115297163193,1.0,1.5108605776154396,1.0,1.2730621993227913,1.0,1.22737521525413,1.0,0.4987058902953855,1.0,1.987476007484438,1.0,1.674661854757473
204,204,True,SchwarzP,SchwarzGGyroid,100,0.1,50,2,1,91108.0,-100.0,100.0,8000000.0,227.14061192552566,0.09875678779370681,1.1364104741646899,0.008741619032036076,0.16640000000000071,0.05000000000000001,0.209530417015515,4.190608340310299,0.004108439549323823,0.08400184631687582,0.190142372392417,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.5836133604402404,0.5445340849768577,0.5942319288265541,0.22528017554371388,0.5409440540505164,0.8172910459604008,0.8284033411111456,1.0546089793613034,0.45885533910364945,0.5631876706028485,0.4672039944428998,0.23299738399820666,0.42530737673691205,0.8452882070707578,0.651316987865759,1.0907357149343224
205,205,True,SchwarzP,SchwarzGGyroid,100,0.2,50,2,1,97094.0,-100.0,100.0,8000000.0,242.06425971700605,0.10524533031174176,1.1274745431199087,0.008672881100922375,0.17435,0.049999999999999996,0.2729120067091389,5.458240134182779,0.005351215817826253,0.09648399171400321,0.1554527712552646,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.5790242362951639,0.5402522527115727,0.7739832261904428,0.29342596485583067,0.6213249341195012,0.9387353488506645,0.6772693191556265,0.8622059689781113,0.42718050646069966,0.5243107660695695,0.5710133114144416,0.2847677018394552,0.4583882390348333,0.9110356271947726,0.4996617285285994,0.8367644370490291
206,206,True,SchwarzP,SchwarzGGyroid,100,0.3,50,2,1,97944.0,-100.0,100.0,8000000.0,244.1833877862941,0.106166690341867,0.8172733178770759,0.006286717829823661,0.11470000000000048,0.050000000000000086,0.2688029282135809,5.376058564271609,0.0052706456512466755,0.03968126559211653,0.19700670640565401,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.4197177325340824,0.3916130557079848,0.7623298076801621,0.2890080195379737,0.25553420097794244,0.386076550490034,0.8583095485467651,1.0926814415726969,0.3069633731201645,0.37675923615849566,0.5575350075935777,0.2780459923327996,0.18688664833427235,0.37143272968354785,0.6277304335283619,1.051236212100319
207,207,True,SchwarzP,SchwarzGGyroid,100,0.4,50,2,1,99984.0,-100.0,100.0,8000000.0,249.26929515258547,0.1083779544141676,1.0845838165104633,0.008342952434695872,0.18009999999999987,0.04999999999999997,0.2122349855833764,4.244699711667531,0.004161470305556403,0.08473475762615958,0.16111560492496096,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.5569973352261102,0.5197002927470765,0.6019021326070633,0.2281880382321786,0.5456637600127862,0.8244218636367306,0.701940886429709,0.893614408672795,0.39905217951789007,0.4897867547334001,0.4312235313941146,0.215053715140222,0.39093241375856036,0.7769687928931178,0.5028947589287577,0.8421786697354456
208,208,True,SchwarzP,SchwarzGGyroid,100,0.5,50,2,1,100992.0,-100.0,100.0,8000000.0,251.78233173357648,0.10947057901459847,0.8887172718428459,0.0068362867064834295,0.1456000000000001,0.049999999999999885,0.18438671118655078,3.687734223731024,0.00361542570954022,0.05336493533166124,0.14419883433018987,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.45640838877583245,0.4258468726115778,0.5229239391541703,0.19824649449802098,0.3436524996552731,0.5192110141281555,0.6282386963013711,0.7997869364131065,0.32372312366118533,0.3973297385863866,0.37090153288865974,0.18497077917116223,0.24374718646334878,0.4844416849877412,0.4455995949526676,0.7462286441626129
209,209,True,SchwarzP,SchwarzGGyroid,100,0.6,50,2,1,101760.0,-100.0,100.0,8000000.0,253.6970262714744,0.11030305490064105,0.7042140922605481,0.005417031478927293,0.22865000000000044,0.05000000000000023,0.21158714221252012,4.231742844250383,0.004148767494363121,0.09842662545289098,0.18313584970316235,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.36165519607309693,0.3374384389045444,0.6000648374719442,0.22749149846296324,0.6338348516549464,0.9576360900841887,0.7978776527423753,1.0157478793907146,0.2545802378646627,0.312465474248588,0.4224041316606751,0.2106554285442862,0.44617588535521924,0.8867638672616256,0.561650668447738,0.9405749501484636
210,210,True,SchwarzP,SchwarzGGyroid,100,0.7,50,2,1,102864.0,-100.0,100.0,8000000.0,256.44939966970264,0.11149973898682723,0.6237713791717526,0.004798241378244251,0.18404999999999977,0.04999999999999989,0.19245305272328062,3.8490610544656207,0.0037735892690839417,0.06805965635866627,0.13309898218950766,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.32034314978701317,0.29889268439004046,0.5458002248897627,0.20691915817746898,0.4382816335853035,0.66218244207693,0.5798793827854766,0.7382225223908215,0.22307921630058455,0.27380190112565256,0.3800820667026703,0.18954916546026523,0.3052087219725313,0.6065950121953942,0.403813967449149,0.6762518477053655
211,211,True,SchwarzP,SchwarzGGyroid,100,0.8,50,2,1,103264.0,-100.0,100.0,8000000.0,257.4466364081911,0.1119333201774744,0.7657701753360778,0.0058905398102775215,0.1491000000000004,0.05000000000000011,0.1735663589848468,3.4713271796969285,0.0034032619408793418,0.049854107015146476,0.16565293317045995,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.39326785128525066,0.366934282294171,0.4922372309855631,0.186612809622262,0.3210439287025974,0.48505261555953627,0.7217089046309968,0.9187803254003793,0.2728013898673795,0.3348296646101008,0.341454304791194,0.1702852730660843,0.22270121921312808,0.4426133300236244,0.5006338342164507,0.8383923853632665
212,212,True,SchwarzP,SchwarzGGyroid,100,0.9,50,2,1,103520.0,-100.0,100.0,8000000.0,258.0848679208238,0.11221081213948861,0.5843354891933382,0.004494888378410294,0.14219999999999988,0.05,0.1919097149742852,3.8381942994857035,0.003762935587731082,0.04314040549657898,0.1365710319101833,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.30009050974585966,0.2799961793394087,0.544259309526786,0.20633497939704756,0.2778099156853216,0.4197320496796215,0.5950062456352557,0.7574799596792156,0.20765150110235142,0.2548663058633418,0.3766072532846091,0.18781625554100073,0.19223415649508266,0.3820607738529855,0.41172225065054713,0.6894955479193664
213,213,True,SchwarzP,SchwarzGGyroid,100,1.0,50,2,1,103632.0,-100.0,100.0,8000000.0,258.36409420760054,0.1123322148728698,0.5801737590566282,0.004462875069666371,0.24470000000000028,0.049999999999999885,0.1845867147419832,3.6917342948396725,0.003619347347882032,0.0934533371602461,0.1386809930172593,0,0,0,1.9471974961427458,2.0869409381654895,7.052142668579938,18.601762583841488,0.1552874935732841,0.10278082297863063,0.22952873673514781,0.18029656120278037,178.58515512852057,234.92155157758216,0.29795321748610987,0.27800200209145626,0.523491152736855,0.19846153170702843,0.6018085230807277,0.9092487727956429,0.6041988249047991,0.7691826848615496,0.20594975369543214,0.25277762327346603,0.3618449731052802,0.18045421946137857,0.4159791196282875,0.8267485198757203,0.4176313322678379,0.6993912615004918
214,214,True,SchwarzGGyroid,SchwarzP,30,0.0,50,2,1,8839.0,-30.0,30.0,216000.0,816.1644010648012,0.35485408741947877,6.830696970851654,0.05254382285270503,0.1389500000000006,0.04999999999999998,3.6816449479047835,73.6328989580957,0.07218911662558401,0.6074683565533447,0.957369451076901,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,1.0,0.9829292394434309,1.0,1.6839258790088287,1.0,1.1901717867663062,1.0,0.9871649402448942,1.0,0.7277168167120502,1.0,1.2467033547045792,1.0,0.8811499233622251,1.0,0.7308527400116063
215,215,True,SchwarzGGyroid,SchwarzP,30,0.1,50,2,1,8798.0,-30.0,30.0,216000.0,812.3785949279466,0.3532080847512811,7.351616460497009,0.056550895849976995,0.14959999999999965,0.050000000000000044,3.641470393893019,72.82940787786032,0.07140138027241208,0.6805315081660979,1.075923500941658,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,1.0762615428364417,1.0578889397424371,0.9890878793093202,1.665550676582925,1.1202748271980767,1.3333194927556498,1.123833123911987,1.1094086586118095,1.0812770831019902,0.7868635168986713,0.9936971772238102,1.2388456044053948,1.1254954759722438,0.9917302523974737,1.1290703548827068,0.825184162531903
216,216,True,SchwarzGGyroid,SchwarzP,30,0.2,50,2,1,8318.0,-30.0,30.0,216000.0,768.0569621062355,0.33393780961140673,5.689448203118213,0.043764986177832414,0.20224999999999965,0.05000000000000004,2.124901524905693,42.49803049811383,0.04166473578246454,0.7403145971724832,1.3255371844065695,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.8329235255782179,0.8187048875111389,0.577160903610482,0.9718961819418107,1.2186883303237088,1.450448467612615,1.3845618145800804,1.3667908809553073,0.885093897882408,0.6440977138582463,0.6133115204391743,0.7646175300104845,1.2950211771737514,1.1411078110191095,1.4712841883954475,1.075292080424565
217,217,True,SchwarzGGyroid,SchwarzP,30,0.3,50,2,1,8460.0,-30.0,30.0,216000.0,781.1687784826584,0.33963859934028623,6.236183613706837,0.04797064318236029,0.2018000000000002,0.0499999999999999,1.504623098486207,30.0924619697242,0.02950241369580804,0.668179307709146,1.5230210653387617,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.9129644661911136,0.8973794683921092,0.4086822927730952,0.6881906890932779,1.099940927788014,1.3091186593628492,1.5908394231982075,1.5704209041406805,0.9538644109531034,0.6941431727137072,0.426990873028533,0.5323309538329091,1.149217241219652,1.0126326840272442,1.6621075250176074,1.2147558388530275
218,218,True,SchwarzGGyroid,SchwarzP,30,0.4,50,2,1,8554.0,-30.0,30.0,216000.0,789.8484315769101,0.3434123615551783,7.063303805678429,0.054333106197526376,0.18505000000000027,0.04999999999999996,1.892032428654459,37.84064857308921,0.03709867507165609,0.672597745678455,1.5033730091127098,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,1.0340531626303098,1.0164010886882848,0.5139095310456843,0.8653855587971188,1.1072144555720425,1.317775406921661,1.5703164618649932,1.5501613562425296,1.068505483339877,0.777569408975466,0.5310318383110596,0.6620391742773375,1.144104345662998,1.0081274564993394,1.622635867012471,1.1859078694471725
219,219,True,SchwarzGGyroid,SchwarzP,30,0.5,50,2,1,8778.0,-30.0,30.0,216000.0,810.5318602270419,0.35240515662045296,5.752198936740285,0.044247684128771426,0.19640000000000027,0.050000000000000044,1.548477640584525,30.969552811690473,0.030362306678127914,0.610302603792712,1.4731788280739346,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.8421101040327805,0.8277346440845695,0.4205939634308731,0.70824905957614,1.0046656705798607,1.195724736256802,1.5387777690387168,1.5190274644232766,0.847962088123234,0.617076271461543,0.4235167512833775,0.5279997545985715,1.011647284376326,0.8914129270978028,1.5494710299080907,1.1324351477769337
220,220,True,SchwarzGGyroid,SchwarzP,30,0.6,50,2,1,8999.0,-30.0,30.0,216000.0,830.938278672038,0.36127751246610346,6.0107734521258,0.04623671886250615,0.17979999999999977,0.04999999999999997,1.7532684983538411,35.06536996707685,0.0343778136932126,0.5764403416360443,1.3315244246275533,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.8799648817353956,0.864943211941101,0.47621878892792835,0.8019171427459816,0.9489224177974516,1.1293806894925964,1.3908156596492425,1.3729644575493076,0.8643193232202648,0.6289797065165648,0.4677517363411446,0.5831476588653967,0.9320508113025533,0.8212765009489446,1.366087300326665,0.998408646538801
221,221,True,SchwarzGGyroid,SchwarzP,30,0.7,50,2,1,9108.0,-30.0,30.0,216000.0,841.0029827919683,0.36565347077911664,4.975498922929368,0.03827306863791821,0.2497000000000002,0.0499999999999999,1.516618204745817,30.3323640949164,0.029737611857761175,0.8092111114184566,1.3002900051331123,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.7284028180668979,0.7159684279709477,0.41194037616498674,0.6936770600328528,1.3321041379171754,1.5854327619836746,1.35819040775792,1.3407579527155358,0.7068898231108159,0.5144156118403472,0.39977393334676314,0.49839950382685433,1.2927611413098283,1.1391163805908175,1.3180769668612493,0.963320162776731
222,222,True,SchwarzGGyroid,SchwarzP,30,0.8,50,2,1,9084.0,-30.0,30.0,216000.0,838.7869011508828,0.364689957022123,4.608272071179109,0.035448246701377764,0.16629999999999964,0.05000000000000006,1.444817797151769,28.89635594303535,0.02832976072846603,0.3961877309770477,1.0633308904175722,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.6746415615922936,0.6631249170328417,0.39243811328792305,0.6608366948749321,0.6521948455470807,0.7762239046445443,1.1106797790774294,1.0964241377441828,0.6564461429892431,0.4777068975190353,0.3818538621039137,0.476058490891849,0.6346048260447652,0.5591819938346432,1.0807241927857112,0.7898502374942683
223,223,True,SchwarzGGyroid,SchwarzP,30,0.9,50,2,1,9226.0,-30.0,30.0,216000.0,851.8987175273056,0.3703907467510024,4.675683101455679,0.035966793088120605,0.19024999999999945,0.04999999999999994,1.4472149532525886,28.94429906505181,0.028376763789266478,0.5048152069170753,1.322744828729981,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.68451039790054,0.6728252847994981,0.3930892233582157,0.6619331159723812,0.8310148199015613,0.9890503930315215,1.3816451185507184,1.3639116208937696,0.6557974644529454,0.4772348432395313,0.3766004384633936,0.4695090300155282,0.7961565134521896,0.7015332508127333,1.3236897033242794,0.9674222465996997
224,224,True,SchwarzGGyroid,SchwarzP,30,1.0,50,2,1,9081.0,-30.0,30.0,216000.0,838.5098909457471,0.36456951780249874,5.938265082250103,0.045678962171154636,0.20495000000000016,0.049999999999999975,1.6886543194833328,33.77308638966667,0.03311086900947713,0.6912115513648146,1.4285889016773807,0,0,0,6.830696970851654,6.949327272754074,73.6328989580957,43.72692401487206,0.6074683565533447,0.5104039293384989,0.957369451076901,0.9698171116565367,816.1644010648012,604.2515941359949,0.8693498053844596,0.8545093430168416,0.4586684330992707,0.7723636443802915,1.1378560609915753,1.3542441811932142,1.4922023050457967,1.4730497992938274,0.8461824611599207,0.6157812069928655,0.44644535625640946,0.5565849233371466,1.1075332808175902,0.9759028655135332,1.4524365349961237,1.0615172212948802
225,225,True,SchwarzGGyroid,SchwarzP,50,0.0,50,2,1,23993.0,-50.0,50.0,1000000.0,478.53402133109165,0.2080582701439529,4.976546556502091,0.038281127357708396,0.10914999999999968,0.04999999999999998,2.4234657884883317,48.46931576976665,0.047518937029182994,0.2862754283769658,0.6400306503429172,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,1.0,1.237580211496585,1.0,2.5540298279688143,1.0,0.9858416230566814,1.0,1.3590330661963392,1.0,0.9325824292026114,1.0,1.9245971445703396,1.0,0.7428840305449422,1.0,1.0241036067532117
226,226,True,SchwarzGGyroid,SchwarzP,50,0.1,50,2,1,23152.0,-50.0,50.0,1000000.0,461.760499389715,0.2007654345172674,3.378340853582758,0.025987237335251986,0.11160000000000028,0.04999999999999998,1.299411198399618,25.98822396799237,0.025478650949012124,0.17635119785425646,0.6805034446205299,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.6788524562618222,0.8401343663954822,0.536178890814936,1.3694168802685807,0.6160193309432,0.6072974970513354,1.0632357126270877,1.4449724906210408,0.7035118772931023,0.6560828154988907,0.5556556723964565,1.069413320458532,0.6383963289270992,0.47425443791845817,1.1018579152151744,1.1284166651014347
227,227,True,SchwarzGGyroid,SchwarzP,50,0.2,50,2,1,23447.0,-50.0,50.0,1000000.0,467.6441961467971,0.2033235635420857,3.423287183714443,0.026332978336264946,0.2087999999999997,0.0500000000000001,0.914500256825026,18.290005136500483,0.017931377584804394,0.4212527813164303,0.7454110104560866,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.6878840868557248,0.8513117336960432,0.37735224535414436,0.9637688902854911,1.4714947199789956,1.45066074306343,1.1646489274485659,1.5827964029127024,0.7039025417294071,0.656447142287903,0.3861394815021959,0.7431629435049976,1.505760771802621,1.1186056311931938,1.1917695959514414,1.220495541632689
228,228,True,SchwarzGGyroid,SchwarzP,50,0.3,50,2,1,24107.0,-50.0,50.0,1000000.0,480.80772109484536,0.2090468352586284,2.607951044546768,0.020061161881128983,0.16389999999999988,0.049999999999999954,0.687180017819345,13.743600356386914,0.013474117996457759,0.21039023290699127,0.5155481861698323,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.5240483566137561,0.6485518760124901,0.28355259689800816,0.7242017902755303,0.734922428026029,0.7245171192659376,0.8055054642986406,1.0947085609836873,0.5215701754774071,0.4864071812463525,0.28221170022706726,0.5431438324213543,0.731447040927055,0.5433803258940619,0.8016962958857297,0.8210200681372657
229,229,True,SchwarzGGyroid,SchwarzP,50,0.4,50,2,1,24346.0,-50.0,50.0,1000000.0,485.5745127048204,0.2111193533499219,3.153893332454437,0.024260717941957208,0.15989999999999982,0.04999999999999991,0.850721803715361,17.01443607430725,0.01668081968069338,0.2453727802777325,0.5050418425690673,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.6337513970071731,0.7843181879443935,0.3510352024593716,0.8965543777483067,0.857121345233399,0.8449858981414202,0.7890900885738437,1.0723995225796517,0.6245624442780376,0.582455961473533,0.34594543713988757,0.6658056004965656,0.84469368422677,0.6275094487142396,0.7776488332848202,0.7963929749544115
230,230,True,SchwarzGGyroid,SchwarzP,50,0.5,50,2,1,24625.0,-50.0,50.0,1000000.0,491.1390937055863,0.21353873639373316,2.5315836508968412,0.019473720391514165,0.14125000000000026,0.04999999999999985,0.808760476315902,16.17520952631809,0.015858048555213812,0.1753723054528111,0.5266537903972192,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.5087028971102879,0.6295606389946757,0.3337206079646699,0.852332386949654,0.6125999232525186,0.6039265026236613,0.8228571399120453,1.118290061896217,0.49564705016719346,0.4622317300720299,0.32515567703132287,0.6257936875553195,0.5968775617704641,0.44341080882988004,0.8017385323009018,0.8210633226023798
231,231,True,SchwarzGGyroid,SchwarzP,50,0.6,50,2,1,24824.0,-50.0,50.0,1000000.0,495.10809592477045,0.2152643895325089,2.483479899738094,0.019103691536446876,0.17280000000000045,0.04999999999999994,0.801769196633999,16.03538393268,0.015720964639882352,0.2504925587775408,0.5687943326579357,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.4990368062553963,0.6175980762301337,0.3308357809062011,0.8449644525937932,0.8750054456217377,0.8626167886951687,0.8886985839712296,1.2077707614987652,0.482331215456241,0.44981361659042934,0.3197608319079312,0.6154107840354407,0.8457140532066693,0.6282674645346701,0.8589488045932048,0.8796525688002608
232,232,True,SchwarzGGyroid,SchwarzP,50,0.7,50,2,1,25320.0,-50.0,50.0,1000000.0,505.0006843705763,0.21956551494372883,2.4125395748892258,0.01855799672991712,0.16149999999999978,0.050000000000000176,0.783828798631253,15.676575972625004,0.015369192130024514,0.21631891122010136,0.5721262035115796,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.4847818758446316,0.5999564564375104,0.3234329951569786,0.8260575169802165,0.7556321282847017,0.7449336037819648,0.8939043828682961,1.214845614335847,0.4593748636311315,0.42840492623973886,0.30648214268567886,0.589854656674657,0.71603008111907,0.5319273126531565,0.847055602612916,0.8674726977564026
233,233,True,SchwarzGGyroid,SchwarzP,50,0.8,50,2,1,25347.0,-50.0,50.0,1000000.0,505.53919220936024,0.21979964878667838,2.594150467517393,0.01995500359628764,0.20634999999999987,0.04999999999999997,0.640781822460687,12.815636449213748,0.01256434946001348,0.2958229395051909,0.6008943195488913,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.521275233349925,0.6451199135371318,0.26440720785267746,0.6753038955856884,1.0333507880238084,1.018720218052292,0.9388524115633253,1.2759314715927337,0.49342946596302323,0.46016365000794335,0.2502829580624646,0.48169386642163736,0.9781506867501177,0.7266525246532306,0.8887002765865335,0.9101211585748459
234,234,True,SchwarzGGyroid,SchwarzP,50,0.9,50,2,1,25623.0,-50.0,50.0,1000000.0,511.0439390058167,0.22219301695905075,2.2815319369835163,0.017550245669103973,0.14240000000000058,0.050000000000000086,0.7719756339086153,15.43951267817228,0.01513677713546302,0.16411170255268004,0.48578145613671714,0,0,0,4.976546556502091,4.0211911197933885,48.46931576976665,18.97758406694633,0.2862754283769658,0.2903868346411929,0.6400306503429172,0.4709456055651644,478.53402133109165,360.60080463744157,0.45845686583652834,0.5673771449840322,0.3185419978179859,0.813565763887913,0.5732650667334911,0.5651485638302416,0.7589971759578138,1.0315022592763101,0.42929226015750793,0.40035041881556815,0.2982780374525597,0.5740650591692412,0.5367969693687957,0.3987778961890008,0.7107137822564036,0.7278445477779997
